NOC,Sport,Year,Athletes
BUL,Swimming,1976,9.0
BUL,Swimming,1980,29.0
BUL,Swimming,1988,19.0
BUL,Swimming,1992,11.0
BUL,Swimming,1996,2.0
BUL,Swimming,2000,11.0
BUL,Swimming,2004,12.0
BUL,Swimming,2008,8.0
BUL,Swimming,2012,7.0
BUL,Swimming,2016,4.0
BUL,Swimming,2020,10.0
BUL,Swimming,2024,6.0
BUL,Swimming,2028,6.832232496697486
BUL,Swimming,2032,6.425363276089826
BUL,Swimming,2036,6.018494055482165
BUL,Synchronized Swimming,2004,2.0
BUL,Synchronized Swimming,2028,2.0
BUL,Synchronized Swimming,2032,2.0
BUL,Synchronized Swimming,2036,2.0
BUL,Table Tennis,1988,2.0
BUL,Table Tennis,1992,1.0
BUL,Table Tennis,2020,1.0
BUL,Table Tennis,2028,0.7807017543859658
BUL,Table Tennis,2032,0.701754385964918
BUL,Table Tennis,2036,0.6228070175438631
BUL,Taekwondo,2024,1.0
BUL,Taekwondo,2028,1.0
BUL,Taekwondo,2032,1.0
BUL,Taekwondo,2036,1.0
BUL,Tennis,1988,4.0
BUL,Tennis,1992,3.0
BUL,Tennis,1996,3.0
BUL,Tennis,2004,1.0
BUL,Tennis,2008,1.0
BUL,Tennis,2012,2.0
BUL,Tennis,2016,2.0
BUL,Tennis,2024,1.0
BUL,Tennis,2028,0.4851851851851734
BUL,Tennis,2032,0.19999999999998863
BUL,Tennis,2036,-0.08518518518519613
BUL,Volleyball,1964,12.0
BUL,Volleyball,1968,12.0
BUL,Volleyball,1972,12.0
BUL,Volleyball,1980,22.0
BUL,Volleyball,1988,12.0
BUL,Volleyball,1996,12.0
BUL,Volleyball,2008,12.0
BUL,Volleyball,2012,12.0
BUL,Volleyball,2028,12.156249999999993
BUL,Volleyball,2032,12.052083333333321
BUL,Volleyball,2036,11.947916666666657
BUL,Water Polo,1972,11.0
BUL,Water Polo,1980,11.0
BUL,Water Polo,2028,11.0
BUL,Water Polo,2032,11.0
BUL,Water Polo,2036,11.0
BUL,Weightlifting,1956,2.0
BUL,Weightlifting,1960,7.0
BUL,Weightlifting,1964,5.0
BUL,Weightlifting,1968,5.0
BUL,Weightlifting,1972,9.0
BUL,Weightlifting,1976,9.0
BUL,Weightlifting,1980,10.0
BUL,Weightlifting,1988,6.0
BUL,Weightlifting,1992,10.0
BUL,Weightlifting,1996,10.0
BUL,Weightlifting,2000,9.0
BUL,Weightlifting,2004,9.0
BUL,Weightlifting,2012,2.0
BUL,Weightlifting,2020,2.0
BUL,Weightlifting,2024,3.0
BUL,Weightlifting,2028,5.506284241057038
BUL,Weightlifting,2032,5.404930712213982
BUL,Weightlifting,2036,5.303577183370933
BUL,Wrestling,1956,10.0
BUL,Wrestling,1960,16.0
BUL,Wrestling,1964,16.0
BUL,Wrestling,1968,16.0
BUL,Wrestling,1972,20.0
BUL,Wrestling,1976,20.0
BUL,Wrestling,1980,20.0
BUL,Wrestling,1988,20.0
BUL,Wrestling,1992,20.0
BUL,Wrestling,1996,12.0
BUL,Wrestling,2000,8.0
BUL,Wrestling,2004,13.0
BUL,Wrestling,2008,12.0
BUL,Wrestling,2012,9.0
BUL,Wrestling,2016,11.0
BUL,Wrestling,2020,7.0
BUL,Wrestling,2024,6.0
BUL,Wrestling,2028,8.693020985846715
BUL,Wrestling,2032,8.141654465592921
BUL,Wrestling,2036,7.590287945339128
BUR,Athletics,1972,1.0
BUR,Athletics,1988,7.0
BUR,Athletics,1992,3.0
BUR,Athletics,1996,4.0
BUR,Athletics,2000,2.0
BUR,Athletics,2004,3.0
BUR,Athletics,2008,2.0
BUR,Athletics,2012,2.0
BUR,Athletics,2016,2.0
BUR,Athletics,2020,3.0
BUR,Athletics,2024,2.0
BUR,Athletics,2028,2.2871165644171825
BUR,Athletics,2032,2.202453987730067
BUR,Athletics,2036,2.117791411042944
BUR,Boxing,1988,2.0
BUR,Boxing,1996,1.0
BUR,Boxing,2000,1.0
BUR,Boxing,2028,-1.6428571428571388
BUR,Boxing,2032,-2.0
BUR,Boxing,2036,-2.357142857142833
BUR,Cycling Road,2020,1.0
BUR,Cycling Road,2024,1.0
BUR,Cycling Road,2028,1.0
BUR,Cycling Road,2032,1.0
BUR,Cycling Road,2036,1.0
BUR,Fencing,2008,1.0
BUR,Fencing,2028,1.0
BUR,Fencing,2032,1.0
BUR,Fencing,2036,1.0
BUR,Judo,1992,1.0
BUR,Judo,2000,1.0
BUR,Judo,2004,1.0
BUR,Judo,2008,1.0
BUR,Judo,2012,1.0
BUR,Judo,2016,1.0
BUR,Judo,2020,1.0
BUR,Judo,2024,1.0
BUR,Judo,2028,1.0
BUR,Judo,2032,1.0
BUR,Judo,2036,1.0
BUR,Swimming,2004,1.0
BUR,Swimming,2008,2.0
BUR,Swimming,2012,2.0
BUR,Swimming,2016,2.0
BUR,Swimming,2020,2.0
BUR,Swimming,2024,2.0
BUR,Swimming,2028,2.3333333333333286
BUR,Swimming,2032,2.4761904761904674
BUR,Swimming,2036,2.619047619047606
BUR,Taekwondo,2020,1.0
BUR,Taekwondo,2024,2.0
BUR,Taekwondo,2028,3.0
BUR,Taekwondo,2032,4.0
BUR,Taekwondo,2036,5.0
CAF,Archery,2000,1.0
CAF,Archery,2028,1.0
CAF,Archery,2032,1.0
CAF,Archery,2036,1.0
CAF,Athletics,1968,1.0
CAF,Athletics,1984,1.0
CAF,Athletics,1988,1.0
CAF,Athletics,1992,11.0
CAF,Athletics,1996,5.0
CAF,Athletics,2000,2.0
CAF,Athletics,2004,2.0
CAF,Athletics,2008,2.0
CAF,Athletics,2012,2.0
CAF,Athletics,2016,2.0
CAF,Athletics,2020,1.0
CAF,Athletics,2024,1.0
CAF,Athletics,2028,1.896426956128451
CAF,Athletics,2032,1.7946630483943906
CAF,Athletics,2036,1.6928991406603373
CAF,Basketball,1988,12.0
CAF,Basketball,2028,12.0
CAF,Basketball,2032,12.0
CAF,Basketball,2036,12.0
CAF,Boxing,1984,2.0
CAF,Boxing,1988,2.0
CAF,Boxing,2008,1.0
CAF,Boxing,2016,1.0
CAF,Boxing,2028,0.44692737430166574
CAF,Boxing,2032,0.3016759776536304
CAF,Boxing,2036,0.15642458100558088
CAF,Cycling,1992,7.0
CAF,Cycling,2028,7.0
CAF,Cycling,2032,7.0
CAF,Cycling,2036,7.0
CAF,Judo,1992,3.0
CAF,Judo,2004,1.0
CAF,Judo,2024,1.0
CAF,Judo,2028,0.4693877551020478
CAF,Judo,2032,0.24489795918367463
CAF,Judo,2036,0.020408163265315693
CAF,Swimming,2012,1.0
CAF,Swimming,2016,2.0
CAF,Swimming,2020,1.0
CAF,Swimming,2024,2.0
CAF,Swimming,2028,2.0
CAF,Swimming,2032,2.200000000000003
CAF,Swimming,2036,2.4000000000000057
CAF,Taekwondo,2004,1.0
CAF,Taekwondo,2012,2.0
CAF,Taekwondo,2016,1.0
CAF,Taekwondo,2028,1.642857142857146
CAF,Taekwondo,2032,1.7142857142857153
CAF,Taekwondo,2036,1.7857142857142847
CAF,Wrestling,2012,1.0
CAF,Wrestling,2028,1.0
CAF,Wrestling,2032,1.0
CAF,Wrestling,2036,1.0
CAM,Athletics,1972,5.0
CAM,Athletics,1996,2.0
CAM,Athletics,2000,2.0
CAM,Athletics,2004,2.0
CAM,Athletics,2008,2.0
CAM,Athletics,2012,2.0
CAM,Athletics,2016,2.0
CAM,Athletics,2020,1.0
CAM,Athletics,2024,1.0
CAM,Athletics,2028,0.5909090909090935
CAM,Athletics,2032,0.31727272727272293
CAM,Athletics,2036,0.04363636363635237
CAM,Boxing,1964,4.0
CAM,Boxing,1972,1.0
CAM,Boxing,2028,-20.0
CAM,Boxing,2032,-21.5
CAM,Boxing,2036,-23.0
CAM,Cycling,1964,8.0
CAM,Cycling,2028,8.0
CAM,Cycling,2032,8.0
CAM,Cycling,2036,8.0
CAM,Equestrianism,1956,2.0
CAM,Equestrianism,2028,2.0
CAM,Equestrianism,2032,2.0
CAM,Equestrianism,2036,2.0
CAM,Judo,2012,1.0
CAM,Judo,2028,1.0
CAM,Judo,2032,1.0
CAM,Judo,2036,1.0
CAM,Sailing,1964,3.0
CAM,Sailing,2028,3.0
CAM,Sailing,2032,3.0
CAM,Sailing,2036,3.0
CAM,Swimming,1972,11.0
CAM,Swimming,1996,2.0
CAM,Swimming,2000,2.0
CAM,Swimming,2004,2.0
CAM,Swimming,2008,2.0
CAM,Swimming,2012,2.0
CAM,Swimming,2016,2.0
CAM,Swimming,2020,2.0
CAM,Swimming,2024,2.0
CAM,Swimming,2028,-0.45454545454543904
CAM,Swimming,2032,-1.0763636363636238
CAM,Swimming,2036,-1.6981818181818085
CAM,Taekwondo,2012,1.0
CAM,Taekwondo,2016,1.0
CAM,Taekwondo,2028,1.0
CAM,Taekwondo,2032,1.0
CAM,Taekwondo,2036,1.0
CAM,Wrestling,1996,1.0
CAM,Wrestling,2016,1.0
CAM,Wrestling,2028,1.0
CAM,Wrestling,2032,1.0
CAM,Wrestling,2036,1.0
CAN,3x3 Basketball,2024,4.0
CAN,3x3 Basketball,2028,4.0
CAN,3x3 Basketball,2032,4.0
CAN,3x3 Basketball,2036,4.0
CAN,Archery,1972,6.0
CAN,Archery,1976,4.0
CAN,Archery,1984,3.0
CAN,Archery,1988,7.0
CAN,Archery,1992,6.0
CAN,Archery,1996,6.0
CAN,Archery,2000,1.0
CAN,Archery,2004,2.0
CAN,Archery,2008,7.0
CAN,Archery,2012,2.0
CAN,Archery,2016,2.0
CAN,Archery,2020,4.0
CAN,Archery,2024,4.0
CAN,Archery,2028,2.947270007479446
CAN,Archery,2032,2.7786088257292647
CAN,Archery,2036,2.609947643979069
CAN,Art Competitions,1912,1.0
CAN,Art Competitions,1928,1.0
CAN,Art Competitions,1932,3.0
CAN,Art Competitions,1936,2.0
CAN,Art Competitions,1948,25.0
CAN,Art Competitions,2028,64.29906542056074
CAN,Art Competitions,2032,66.69158878504663
CAN,Art Competitions,2036,69.08411214953276
CAN,Artistic Gymnastics,2020,31.0
CAN,Artistic Gymnastics,2024,76.0
CAN,Artistic Gymnastics,2028,121.0
CAN,Artistic Gymnastics,2032,166.0
CAN,Artistic Gymnastics,2036,211.0
CAN,Artistic Swimming,2020,10.0
CAN,Artistic Swimming,2024,11.0
CAN,Artistic Swimming,2028,12.0
CAN,Artistic Swimming,2032,13.0
CAN,Artistic Swimming,2036,14.0
CAN,Athletics,1900,7.0
CAN,Athletics,1904,10.0
CAN,Athletics,1906,4.0
CAN,Athletics,1908,52.0
CAN,Athletics,1912,39.0
CAN,Athletics,1920,22.0
CAN,Athletics,1924,40.0
CAN,Athletics,1928,53.0
CAN,Athletics,1932,45.0
CAN,Athletics,1936,49.0
CAN,Athletics,1948,45.0
CAN,Athletics,1952,44.0
CAN,Athletics,1956,36.0
CAN,Athletics,1960,36.0
CAN,Athletics,1964,26.0
CAN,Athletics,1968,40.0
CAN,Athletics,1972,34.0
CAN,Athletics,1976,71.0
CAN,Athletics,1984,83.0
CAN,Athletics,1988,79.0
CAN,Athletics,1992,64.0
CAN,Athletics,1996,47.0
CAN,Athletics,2000,45.0
CAN,Athletics,2004,25.0
CAN,Athletics,2008,33.0
CAN,Athletics,2012,46.0
CAN,Athletics,2016,78.0
CAN,Athletics,2020,69.0
CAN,Athletics,2024,65.0
CAN,Athletics,2028,64.10057984790876
CAN,Athletics,2032,65.30334917617233
CAN,Athletics,2036,66.50611850443602
CAN,Badminton,1992,11.0
CAN,Badminton,1996,16.0
CAN,Badminton,2000,14.0
CAN,Badminton,2004,9.0
CAN,Badminton,2008,4.0
CAN,Badminton,2012,5.0
CAN,Badminton,2016,2.0
CAN,Badminton,2020,8.0
CAN,Badminton,2024,4.0
CAN,Badminton,2028,1.4444444444443434
CAN,Badminton,2032,0.11111111111108585
CAN,Badminton,2036,-1.2222222222222854
CAN,Baseball,2004,24.0
CAN,Baseball,2008,24.0
CAN,Baseball,2028,24.0
CAN,Baseball,2032,24.0
CAN,Baseball,2036,24.0
CAN,Baseball/Softball,2020,15.0
CAN,Baseball/Softball,2028,15.0
CAN,Baseball/Softball,2032,15.0
CAN,Baseball/Softball,2036,15.0
CAN,Basketball,1936,9.0
CAN,Basketball,1948,14.0
CAN,Basketball,1952,12.0
CAN,Basketball,1956,12.0
CAN,Basketball,1964,11.0
CAN,Basketball,1976,24.0
CAN,Basketball,1984,24.0
CAN,Basketball,1988,12.0
CAN,Basketball,1996,12.0
CAN,Basketball,2000,24.0
CAN,Basketball,2012,12.0
CAN,Basketball,2016,12.0
CAN,Basketball,2020,12.0
CAN,Basketball,2024,24.0
CAN,Basketball,2028,18.030258916502035
CAN,Basketball,2032,18.2781532702506
CAN,Basketball,2036,18.526047623999176
CAN,Beach Volleyball,1996,6.0
CAN,Beach Volleyball,2000,4.0
CAN,Beach Volleyball,2004,4.0
CAN,Beach Volleyball,2012,4.0
CAN,Beach Volleyball,2016,8.0
CAN,Beach Volleyball,2020,4.0
CAN,Beach Volleyball,2024,6.0
CAN,Beach Volleyball,2028,5.719178082191796
CAN,Beach Volleyball,2032,5.849315068493162
CAN,Beach Volleyball,2036,5.979452054794528
CAN,Boxing,1920,8.0
CAN,Boxing,1924,9.0
CAN,Boxing,1928,7.0
CAN,Boxing,1932,7.0
CAN,Boxing,1936,4.0
CAN,Boxing,1948,7.0
CAN,Boxing,1952,7.0
CAN,Boxing,1956,6.0
CAN,Boxing,1960,4.0
CAN,Boxing,1964,4.0
CAN,Boxing,1968,4.0
CAN,Boxing,1972,5.0
CAN,Boxing,1976,9.0
CAN,Boxing,1984,10.0
CAN,Boxing,1988,10.0
CAN,Boxing,1992,10.0
CAN,Boxing,1996,11.0
CAN,Boxing,2000,7.0
CAN,Boxing,2004,5.0
CAN,Boxing,2008,1.0
CAN,Boxing,2012,3.0
CAN,Boxing,2016,3.0
CAN,Boxing,2020,5.0
CAN,Boxing,2024,2.0
CAN,Boxing,2028,4.7606440071556335
CAN,Boxing,2032,4.6561717352415
CAN,Boxing,2036,4.551699463327374
CAN,Breaking,2024,1.0
CAN,Breaking,2028,1.0
CAN,Breaking,2032,1.0
CAN,Breaking,2036,1.0
CAN,Canoe Slalom,2020,4.0
CAN,Canoe Slalom,2024,6.0
CAN,Canoe Slalom,2028,8.0
CAN,Canoe Slalom,2032,10.0
CAN,Canoe Slalom,2036,12.0
CAN,Canoe Sprint,2020,26.0
CAN,Canoe Sprint,2024,19.0
CAN,Canoe Sprint,2028,12.0
CAN,Canoe Sprint,2032,5.0
CAN,Canoe Sprint,2036,-2.0
CAN,Canoeing,1936,13.0
CAN,Canoeing,1948,10.0
CAN,Canoeing,1952,11.0
CAN,Canoeing,1956,10.0
CAN,Canoeing,1960,6.0
CAN,Canoeing,1964,6.0
CAN,Canoeing,1968,13.0
CAN,Canoeing,1972,17.0
CAN,Canoeing,1976,19.0
CAN,Canoeing,1984,23.0
CAN,Canoeing,1988,23.0
CAN,Canoeing,1992,27.0
CAN,Canoeing,1996,25.0
CAN,Canoeing,2000,20.0
CAN,Canoeing,2004,24.0
CAN,Canoeing,2008,26.0
CAN,Canoeing,2012,11.0
CAN,Canoeing,2016,16.0
CAN,Canoeing,2028,25.31304664723035
CAN,Canoeing,2032,26.026967930029173
CAN,Canoeing,2036,26.740889212827994
CAN,Cycling,1908,22.0
CAN,Cycling,1912,2.0
CAN,Cycling,1920,20.0
CAN,Cycling,1924,2.0
CAN,Cycling,1928,13.0
CAN,Cycling,1932,14.0
CAN,Cycling,1936,14.0
CAN,Cycling,1948,14.0
CAN,Cycling,1952,2.0
CAN,Cycling,1956,8.0
CAN,Cycling,1960,2.0
CAN,Cycling,1968,11.0
CAN,Cycling,1972,15.0
CAN,Cycling,1976,14.0
CAN,Cycling,1984,17.0
CAN,Cycling,1988,14.0
CAN,Cycling,1992,16.0
CAN,Cycling,1996,18.0
CAN,Cycling,2000,20.0
CAN,Cycling,2004,16.0
CAN,Cycling,2008,19.0
CAN,Cycling,2012,20.0
CAN,Cycling,2016,27.0
CAN,Cycling,2028,19.76266386146628
CAN,Cycling,2032,20.133300965636323
CAN,Cycling,2036,20.503938069806367
CAN,Cycling BMX Freestyle,2024,1.0
CAN,Cycling BMX Freestyle,2028,1.0
CAN,Cycling BMX Freestyle,2032,1.0
CAN,Cycling BMX Freestyle,2036,1.0
CAN,Cycling BMX Racing,2020,2.0
CAN,Cycling BMX Racing,2024,1.0
CAN,Cycling BMX Racing,2028,0.0
CAN,Cycling BMX Racing,2032,-1.0
CAN,Cycling BMX Racing,2036,-2.0
CAN,Cycling Mountain Bike,2020,3.0
CAN,Cycling Mountain Bike,2024,2.0
CAN,Cycling Mountain Bike,2028,1.0
CAN,Cycling Mountain Bike,2032,0.0
CAN,Cycling Mountain Bike,2036,-1.0
CAN,Cycling Road,2020,9.0
CAN,Cycling Road,2024,6.0
CAN,Cycling Road,2028,3.0
CAN,Cycling Road,2032,0.0
CAN,Cycling Road,2036,-3.0
CAN,Cycling Track,2020,22.0
CAN,Cycling Track,2024,40.0
CAN,Cycling Track,2028,58.0
CAN,Cycling Track,2032,76.0
CAN,Cycling Track,2036,94.0
CAN,Diving,1908,1.0
CAN,Diving,1912,3.0
CAN,Diving,1920,3.0
CAN,Diving,1928,2.0
CAN,Diving,1932,4.0
CAN,Diving,1936,5.0
CAN,Diving,1948,2.0
CAN,Diving,1956,3.0
CAN,Diving,1960,4.0
CAN,Diving,1964,6.0
CAN,Diving,1968,7.0
CAN,Diving,1972,12.0
CAN,Diving,1976,12.0
CAN,Diving,1984,8.0
CAN,Diving,1988,8.0
CAN,Diving,1992,8.0
CAN,Diving,1996,6.0
CAN,Diving,2000,11.0
CAN,Diving,2004,14.0
CAN,Diving,2008,12.0
CAN,Diving,2012,14.0
CAN,Diving,2016,11.0
CAN,Diving,2020,13.0
CAN,Diving,2024,9.0
CAN,Diving,2028,12.935532267963907
CAN,Diving,2032,13.328567206928682
CAN,Diving,2036,13.721602145893485
CAN,Equestrian,2020,11.0
CAN,Equestrian,2024,23.0
CAN,Equestrian,2028,35.0
CAN,Equestrian,2032,47.0
CAN,Equestrian,2036,59.0
CAN,Equestrianism,1952,6.0
CAN,Equestrianism,1956,7.0
CAN,Equestrianism,1960,8.0
CAN,Equestrianism,1964,2.0
CAN,Equestrianism,1968,20.0
CAN,Equestrianism,1972,21.0
CAN,Equestrianism,1976,21.0
CAN,Equestrianism,1984,21.0
CAN,Equestrianism,1988,18.0
CAN,Equestrianism,1992,22.0
CAN,Equestrianism,1996,19.0
CAN,Equestrianism,2000,10.0
CAN,Equestrianism,2004,19.0
CAN,Equestrianism,2008,24.0
CAN,Equestrianism,2012,24.0
CAN,Equestrianism,2016,18.0
CAN,Equestrianism,2028,25.757948087851275
CAN,Equestrianism,2032,26.62724619874058
CAN,Equestrianism,2036,27.496544309629826
CAN,Fencing,1908,1.0
CAN,Fencing,1932,11.0
CAN,Fencing,1936,25.0
CAN,Fencing,1948,21.0
CAN,Fencing,1952,5.0
CAN,Fencing,1956,3.0
CAN,Fencing,1960,1.0
CAN,Fencing,1964,7.0
CAN,Fencing,1968,16.0
CAN,Fencing,1972,16.0
CAN,Fencing,1976,23.0
CAN,Fencing,1984,24.0
CAN,Fencing,1988,31.0
CAN,Fencing,1992,24.0
CAN,Fencing,1996,13.0
CAN,Fencing,2000,7.0
CAN,Fencing,2004,8.0
CAN,Fencing,2008,12.0
CAN,Fencing,2012,5.0
CAN,Fencing,2016,5.0
CAN,Fencing,2020,16.0
CAN,Fencing,2024,24.0
CAN,Fencing,2028,15.990371437607607
CAN,Fencing,2032,16.18596478897986
CAN,Fencing,2036,16.381558140352098
CAN,Football,1904,13.0
CAN,Football,1976,14.0
CAN,Football,1984,14.0
CAN,Football,2008,18.0
CAN,Football,2012,18.0
CAN,Football,2016,18.0
CAN,Football,2020,22.0
CAN,Football,2024,19.0
CAN,Football,2028,19.170151405912037
CAN,Football,2032,19.418168709444842
CAN,Football,2036,19.666186012977647
CAN,Golf,1904,2.0
CAN,Golf,2016,4.0
CAN,Golf,2020,4.0
CAN,Golf,2024,4.0
CAN,Golf,2028,4.135914658237851
CAN,Golf,2032,4.204662188858158
CAN,Golf,2036,4.273409719478465
CAN,Gymnastics,1908,2.0
CAN,Gymnastics,1956,12.0
CAN,Gymnastics,1960,17.0
CAN,Gymnastics,1964,26.0
CAN,Gymnastics,1968,70.0
CAN,Gymnastics,1972,54.0
CAN,Gymnastics,1976,57.0
CAN,Gymnastics,1984,84.0
CAN,Gymnastics,1988,84.0
CAN,Gymnastics,1992,57.0
CAN,Gymnastics,1996,36.0
CAN,Gymnastics,2000,38.0
CAN,Gymnastics,2004,74.0
CAN,Gymnastics,2008,46.0
CAN,Gymnastics,2012,23.0
CAN,Gymnastics,2016,25.0
CAN,Gymnastics,2028,60.650304550340365
CAN,Gymnastics,2032,62.077212468649236
CAN,Gymnastics,2036,63.50412038695811
CAN,Handball,1976,28.0
CAN,Handball,2028,28.0
CAN,Handball,2032,28.0
CAN,Handball,2036,28.0
CAN,Hockey,1964,14.0
CAN,Hockey,1976,16.0
CAN,Hockey,1984,32.0
CAN,Hockey,1988,30.0
CAN,Hockey,1992,15.0
CAN,Hockey,2000,16.0
CAN,Hockey,2008,16.0
CAN,Hockey,2016,16.0
CAN,Hockey,2020,18.0
CAN,Hockey,2028,17.549677419354822
CAN,Hockey,2032,17.3516129032258
CAN,Hockey,2036,17.153548387096762
CAN,Ice Hockey,1920,8.0
CAN,Ice Hockey,2028,8.0
CAN,Ice Hockey,2032,8.0
CAN,Ice Hockey,2036,8.0
CAN,Judo,1964,1.0
CAN,Judo,1972,6.0
CAN,Judo,1976,5.0
CAN,Judo,1984,8.0
CAN,Judo,1988,6.0
CAN,Judo,1992,12.0
CAN,Judo,1996,11.0
CAN,Judo,2000,6.0
CAN,Judo,2004,6.0
CAN,Judo,2008,5.0
CAN,Judo,2012,8.0
CAN,Judo,2016,7.0
CAN,Judo,2020,6.0
CAN,Judo,2024,14.0
CAN,Judo,2028,9.88144726712855
CAN,Judo,2032,10.224018475750569
CAN,Judo,2036,10.566589684372587
CAN,Karate,2020,1.0
CAN,Karate,2028,1.0
CAN,Karate,2032,1.0
CAN,Karate,2036,1.0
CAN,Lacrosse,1904,24.0
CAN,Lacrosse,1908,12.0
CAN,Lacrosse,2028,-348.0
CAN,Lacrosse,2032,-360.0
CAN,Lacrosse,2036,-372.0
CAN,Marathon Swimming,2020,2.0
CAN,Marathon Swimming,2024,1.0
CAN,Marathon Swimming,2028,0.0
CAN,Marathon Swimming,2032,-1.0
CAN,Marathon Swimming,2036,-2.0
CAN,Modern Pentathlon,1972,6.0
CAN,Modern Pentathlon,1976,6.0
CAN,Modern Pentathlon,1988,6.0
CAN,Modern Pentathlon,1992,2.0
CAN,Modern Pentathlon,2004,2.0
CAN,Modern Pentathlon,2008,3.0
CAN,Modern Pentathlon,2012,2.0
CAN,Modern Pentathlon,2016,2.0
CAN,Modern Pentathlon,2028,0.35833333333332007
CAN,Modern Pentathlon,2032,-0.05000000000001137
CAN,Modern Pentathlon,2036,-0.4583333333333428
CAN,Rhythmic Gymnastics,1984,2.0
CAN,Rhythmic Gymnastics,1988,2.0
CAN,Rhythmic Gymnastics,1992,2.0
CAN,Rhythmic Gymnastics,1996,1.0
CAN,Rhythmic Gymnastics,2000,1.0
CAN,Rhythmic Gymnastics,2008,1.0
CAN,Rhythmic Gymnastics,2012,6.0
CAN,Rhythmic Gymnastics,2028,4.434782608695656
CAN,Rhythmic Gymnastics,2032,4.73188405797103
CAN,Rhythmic Gymnastics,2036,5.028985507246375
CAN,Rowing,1904,9.0
CAN,Rowing,1908,17.0
CAN,Rowing,1912,10.0
CAN,Rowing,1920,5.0
CAN,Rowing,1924,14.0
CAN,Rowing,1928,12.0
CAN,Rowing,1932,16.0
CAN,Rowing,1936,10.0
CAN,Rowing,1948,11.0
CAN,Rowing,1952,15.0
CAN,Rowing,1956,13.0
CAN,Rowing,1960,15.0
CAN,Rowing,1964,16.0
CAN,Rowing,1968,15.0
CAN,Rowing,1972,16.0
CAN,Rowing,1976,46.0
CAN,Rowing,1984,54.0
CAN,Rowing,1988,41.0
CAN,Rowing,1992,33.0
CAN,Rowing,1996,36.0
CAN,Rowing,2000,32.0
CAN,Rowing,2004,32.0
CAN,Rowing,2008,35.0
CAN,Rowing,2012,30.0
CAN,Rowing,2016,26.0
CAN,Rowing,2020,29.0
CAN,Rowing,2024,11.0
CAN,Rowing,2028,35.307576857105175
CAN,Rowing,2032,36.165457184325135
CAN,Rowing,2036,37.023337511545094
CAN,Rugby Sevens,2016,12.0
CAN,Rugby Sevens,2020,26.0
CAN,Rugby Sevens,2024,14.0
CAN,Rugby Sevens,2028,19.333333333333314
CAN,Rugby Sevens,2032,20.333333333333314
CAN,Rugby Sevens,2036,21.333333333333314
CAN,Sailing,1924,1.0
CAN,Sailing,1932,13.0
CAN,Sailing,1936,1.0
CAN,Sailing,1948,5.0
CAN,Sailing,1952,11.0
CAN,Sailing,1956,8.0
CAN,Sailing,1960,11.0
CAN,Sailing,1964,11.0
CAN,Sailing,1968,11.0
CAN,Sailing,1972,14.0
CAN,Sailing,1976,12.0
CAN,Sailing,1984,13.0
CAN,Sailing,1988,15.0
CAN,Sailing,1992,16.0
CAN,Sailing,1996,16.0
CAN,Sailing,2000,9.0
CAN,Sailing,2004,11.0
CAN,Sailing,2008,14.0
CAN,Sailing,2012,11.0
CAN,Sailing,2016,9.0
CAN,Sailing,2020,9.0
CAN,Sailing,2024,6.0
CAN,Sailing,2028,12.881655193870785
CAN,Sailing,2032,13.089760043557717
CAN,Sailing,2036,13.29786489324465
CAN,Shooting,1908,31.0
CAN,Shooting,1912,3.0
CAN,Shooting,1920,11.0
CAN,Shooting,1924,9.0
CAN,Shooting,1952,8.0
CAN,Shooting,1956,9.0
CAN,Shooting,1960,12.0
CAN,Shooting,1964,10.0
CAN,Shooting,1968,12.0
CAN,Shooting,1972,12.0
CAN,Shooting,1976,13.0
CAN,Shooting,1984,19.0
CAN,Shooting,1988,16.0
CAN,Shooting,1992,16.0
CAN,Shooting,1996,10.0
CAN,Shooting,2000,16.0
CAN,Shooting,2004,4.0
CAN,Shooting,2008,6.0
CAN,Shooting,2012,3.0
CAN,Shooting,2016,3.0
CAN,Shooting,2020,2.0
CAN,Shooting,2024,4.0
CAN,Shooting,2028,6.314022709734303
CAN,Shooting,2032,6.00336236357623
CAN,Shooting,2036,5.692702017418128
CAN,Skateboarding,2020,4.0
CAN,Skateboarding,2024,4.0
CAN,Skateboarding,2028,4.0
CAN,Skateboarding,2032,4.0
CAN,Skateboarding,2036,4.0
CAN,Softball,1996,15.0
CAN,Softball,2000,15.0
CAN,Softball,2004,15.0
CAN,Softball,2008,15.0
CAN,Softball,2028,15.0
CAN,Softball,2032,15.0
CAN,Softball,2036,15.0
CAN,Sport Climbing,2020,2.0
CAN,Sport Climbing,2028,2.0
CAN,Sport Climbing,2032,2.0
CAN,Sport Climbing,2036,2.0
CAN,Surfing,2024,1.0
CAN,Surfing,2028,1.0
CAN,Surfing,2032,1.0
CAN,Surfing,2036,1.0
CAN,Swimming,1908,2.0
CAN,Swimming,1912,2.0
CAN,Swimming,1920,7.0
CAN,Swimming,1924,3.0
CAN,Swimming,1928,14.0
CAN,Swimming,1932,30.0
CAN,Swimming,1936,27.0
CAN,Swimming,1948,23.0
CAN,Swimming,1952,24.0
CAN,Swimming,1956,17.0
CAN,Swimming,1960,18.0
CAN,Swimming,1964,46.0
CAN,Swimming,1968,56.0
CAN,Swimming,1972,86.0
CAN,Swimming,1976,82.0
CAN,Swimming,1984,71.0
CAN,Swimming,1988,66.0
CAN,Swimming,1992,63.0
CAN,Swimming,1996,51.0
